student_id,roll_number,full_name,email,department,semester,created_at
287,23066457,Neha Verma,23066457@college.edu,CSE,2,2026-04-16 16:13:15
295,23064251,Varun Rao,23064251@college.edu,IT,3,2026-04-16 16:13:15
297,23064515,Priya Choudhary,23064515@college.edu,EEE,4,2026-04-16 16:13:15
298,23071958,Priya Verma,23071958@college.edu,ECE,7,2026-04-16 16:13:15
302,23070451,Ritesh Joshi,23070451@college.edu,IT,4,2026-04-16 16:13:15
311,23051367,Varun Kapoor,23051367@college.edu,EEE,4,2026-04-16 16:13:15
313,23071317,Rohan Reddy,23071317@college.edu,CSE,2,2026-04-16 16:13:15
316,23075107,Siddharth Gupta,23075107@college.edu,IT,5,2026-04-16 16:13:15
319,23069432,Aditya Agarwal,23069432@college.edu,CSE,3,2026-04-16 16:13:15
331,23055686,Ritika Gupta,23055686@college.edu,ME,1,2026-04-16 16:13:15
339,23064329,Rohan Sinha,23064329@college.edu,CSE,6,2026-04-16 16:13:15
341,23050265,Aarav Agarwal,23050265@college.edu,ECE,5,2026-04-16 16:13:15
347,23075422,Kavya Mehta,23075422@college.edu,CSE,3,2026-04-16 16:13:15
348,23079201,Neha Nair,23079201@college.edu,IT,2,2026-04-16 16:13:15
349,23051008,Arjun Das,23051008@college.edu,IT,4,2026-04-16 16:13:15
352,23061106,Aarav Joshi,23061106@college.edu,CSE,1,2026-04-16 16:13:15
361,23069093,Neha Nair,23069093@college.edu,EEE,6,2026-04-16 16:13:15
371,23060178,Om Mehta,23060178@college.edu,CSE,8,2026-04-16 16:13:15
376,23059093,Priya Das,23059093@college.edu,CSE,1,2026-04-16 16:13:15
398,23071436,Aditi Choudhary,23071436@college.edu,EEE,1,2026-04-16 16:13:15
409,23059071,Rahul Bansal,23059071@college.edu,EEE,6,2026-04-16 16:13:15
412,23075406,Dev Thakur,23075406@college.edu,CSE,7,2026-04-16 16:13:15
414,23051361,Tanmay Jain,23051361@college.edu,ME,1,2026-04-16 16:13:15
421,23055734,Harsh Gupta,23055734@college.edu,CSE,7,2026-04-16 16:13:15
426,23059038,Kunal Iyer,23059038@college.edu,CSE,8,2026-04-16 16:13:15
427,23063384,Sai Thakur,23063384@college.edu,IT,2,2026-04-16 16:13:15
431,23076697,Vivaan Sharma,23076697@college.edu,ECE,7,2026-04-16 16:13:15
435,23071887,Harsh Verma,23071887@college.edu,EEE,6,2026-04-16 16:13:15
436,23069478,Ritika Khanna,23069478@college.edu,CSE,6,2026-04-16 16:13:15
442,23060749,Deepak Rao,23060749@college.edu,IT,7,2026-04-16 16:13:15
449,23078244,Om Joshi,23078244@college.edu,ME,7,2026-04-16 16:13:15
450,23071347,Varun Jain,23071347@college.edu,IT,5,2026-04-16 16:13:15
451,23050012,Aman Mehta,23050012@college.edu,EEE,1,2026-04-16 16:13:15
462,23059803,Siddharth Mehta,23059803@college.edu,ECE,5,2026-04-16 16:13:15
465,23070759,Kavya Das,23070759@college.edu,ME,4,2026-04-16 16:13:15
473,23073452,Neha Patel,23073452@college.edu,IT,4,2026-04-16 16:13:15
479,23058349,Ishaan Kapoor,23058349@college.edu,EEE,4,2026-04-16 16:13:15
480,23051470,Ritesh Gupta,23051470@college.edu,ME,6,2026-04-16 16:13:15
483,23050571,Aarav Bansal,23050571@college.edu,CSE,6,2026-04-16 16:13:15
488,23068758,Yash Ghosh,23068758@college.edu,CSE,5,2026-04-16 16:13:15
495,23050853,Deepak Gupta,23050853@college.edu,ECE,5,2026-04-16 16:13:15
516,23060556,Tanmay Agarwal,23060556@college.edu,CSE,2,2026-04-16 16:13:15
528,23078525,Dev Verma,23078525@college.edu,ECE,7,2026-04-16 16:13:15
530,23054426,Ritika Gupta,23054426@college.edu,IT,6,2026-04-16 16:13:15
532,23071758,Arjun Sharma,23071758@college.edu,ECE,1,2026-04-16 16:13:15
538,23072449,Ritesh Dubey,23072449@college.edu,CSE,1,2026-04-16 16:13:15
541,23073807,Varun Nair,23073807@college.edu,ME,6,2026-04-16 16:13:15
555,23079751,Priya Das,23079751@college.edu,CSE,4,2026-04-16 16:13:15
575,23050283,Neha Khanna,23050283@college.edu,IT,1,2026-04-16 16:13:15
576,23073226,Harsh Reddy,23073226@college.edu,CSE,8,2026-04-16 16:13:15
578,23058294,Aarav Thakur,23058294@college.edu,IT,3,2026-04-16 16:13:15
579,23063680,Rohan Pandey,23063680@college.edu,EEE,8,2026-04-16 16:13:15
589,23078676,Yash Jain,23078676@college.edu,EEE,5,2026-04-16 16:13:15
591,23051718,Aditya Dubey,23051718@college.edu,ECE,4,2026-04-16 16:13:15
601,23056592,Mohit Iyer,23056592@college.edu,CSE,5,2026-04-16 16:13:15
610,23055694,Dev Dubey,23055694@college.edu,CSE,3,2026-04-16 16:13:15
612,23072545,Arjun Patel,23072545@college.edu,CSE,5,2026-04-16 16:13:15
622,23075153,Rohan Jain,23075153@college.edu,CSE,7,2026-04-16 16:13:15
629,23077483,Yash Bansal,23077483@college.edu,ME,5,2026-04-16 16:13:15
637,23050154,Harsh Gupta,23050154@college.edu,ECE,6,2026-04-16 16:13:15
641,23053831,Harsh Thakur,23053831@college.edu,ECE,3,2026-04-16 16:13:15
643,23072237,Arjun Jain,23072237@college.edu,ECE,7,2026-04-16 16:13:15
644,23077827,Aditya Khanna,23077827@college.edu,CSE,5,2026-04-16 16:13:15
650,23075028,Aarav Patel,23075028@college.edu,ECE,2,2026-04-16 16:13:15
653,23050828,Om Pandey,23050828@college.edu,CSE,1,2026-04-16 16:13:15
656,23056831,Kavya Dubey,23056831@college.edu,CSE,7,2026-04-16 16:13:15
662,23052362,Dev Patel,23052362@college.edu,EEE,1,2026-04-16 16:13:15
664,23078439,Tanmay Reddy,23078439@college.edu,ME,2,2026-04-16 16:13:15
666,23051886,Yash Pandey,23051886@college.edu,CSE,7,2026-04-16 16:13:15
670,23068787,Ritesh Rao,23068787@college.edu,CSE,6,2026-04-16 16:13:15
671,23051401,Arjun Kapoor,23051401@college.edu,ME,1,2026-04-16 16:13:15
680,23053899,Aman Ghosh,23053899@college.edu,IT,5,2026-04-16 16:13:15
686,23078153,Nikhil Reddy,23078153@college.edu,EEE,2,2026-04-16 16:13:15
688,23055399,Neha Verma,23055399@college.edu,ME,6,2026-04-16 16:13:15
694,23070786,Varun Khanna,23070786@college.edu,ME,1,2026-04-16 16:13:15
699,23066865,Aman Jain,23066865@college.edu,IT,2,2026-04-16 16:13:15
701,23061246,Yash Ghosh,23061246@college.edu,EEE,4,2026-04-16 16:13:15
711,23062206,Rahul Agarwal,23062206@college.edu,ECE,6,2026-04-16 16:13:15
715,23073626,Nikhil Agarwal,23073626@college.edu,IT,7,2026-04-16 16:13:15
726,23052578,Aditya Joshi,23052578@college.edu,CSE,4,2026-04-16 16:13:15
731,23067339,Sai Kapoor,23067339@college.edu,IT,8,2026-04-16 16:13:15
732,23067304,Krishna Bansal,23067304@college.edu,ECE,2,2026-04-16 16:13:15
733,23060028,Sneha Jain,23060028@college.edu,IT,6,2026-04-16 16:13:15
735,23052585,Deepak Dubey,23052585@college.edu,IT,2,2026-04-16 16:13:15
738,23068952,Krishna Agarwal,23068952@college.edu,ME,7,2026-04-16 16:13:15
746,23079316,Krishna Dubey,23079316@college.edu,ME,1,2026-04-16 16:13:15
747,23068081,Sai Iyer,23068081@college.edu,EEE,3,2026-04-16 16:13:15
754,23072125,Sai Mehta,23072125@college.edu,IT,5,2026-04-16 16:13:15
755,23077047,Om Iyer,23077047@college.edu,ME,4,2026-04-16 16:13:15
757,23053347,Harsh Gupta,23053347@college.edu,ECE,6,2026-04-16 16:13:15
764,23071184,Ritesh Menon,23071184@college.edu,ME,4,2026-04-16 16:13:15
765,23052793,Ishaan Kapoor,23052793@college.edu,EEE,8,2026-04-16 16:13:15
772,23071139,Rahul Ghosh,23071139@college.edu,IT,6,2026-04-16 16:13:15
775,23051333,Rohan Gupta,23051333@college.edu,EEE,3,2026-04-16 16:13:15
777,23076971,Rohan Sinha,23076971@college.edu,EEE,6,2026-04-16 16:13:15
779,23065173,Sneha Agarwal,23065173@college.edu,CSE,5,2026-04-16 16:13:15
785,23078345,Priya Menon,23078345@college.edu,ECE,5,2026-04-16 16:13:15
789,23066266,Aditi Jain,23066266@college.edu,EEE,4,2026-04-16 16:13:15
790,23074798,Ritesh Choudhary,23074798@college.edu,ECE,5,2026-04-16 16:13:15
801,23059359,Kunal Khanna,23059359@college.edu,ECE,4,2026-04-16 16:13:15
807,23074510,Kavya Bansal,23074510@college.edu,CSE,4,2026-04-16 16:13:15
809,23053888,Arjun Patel,23053888@college.edu,ECE,2,2026-04-16 16:13:15
814,23070403,Manav Khanna,23070403@college.edu,CSE,1,2026-04-16 16:13:15
817,23078644,Neha Sharma,23078644@college.edu,ME,5,2026-04-16 16:13:15
819,23075042,Aman Sinha,23075042@college.edu,ECE,4,2026-04-16 16:13:15
827,23054730,Deepak Dubey,23054730@college.edu,ME,4,2026-04-16 16:13:15
844,23064830,Dev Gupta,23064830@college.edu,ECE,8,2026-04-16 16:13:15
849,23068335,Ritesh Ghosh,23068335@college.edu,ME,7,2026-04-16 16:13:15
859,23071721,Siddharth Reddy,23071721@college.edu,CSE,8,2026-04-16 16:13:15
862,23058643,Tanmay Khanna,23058643@college.edu,ME,7,2026-04-16 16:13:15
865,23079758,Diya Sharma,23079758@college.edu,IT,1,2026-04-16 16:13:15
872,23067104,Pooja Reddy,23067104@college.edu,ECE,3,2026-04-16 16:13:15
881,23070999,Siddharth Rao,23070999@college.edu,CSE,6,2026-04-16 16:13:15
883,23062372,Siddharth Thakur,23062372@college.edu,EEE,2,2026-04-16 16:13:15
885,23054088,Krishna Reddy,23054088@college.edu,ME,3,2026-04-16 16:13:15
890,23063255,Varun Dubey,23063255@college.edu,ECE,4,2026-04-16 16:13:15
892,23077282,Ishaan Iyer,23077282@college.edu,CSE,4,2026-04-16 16:13:15
897,23075050,Om Kapoor,23075050@college.edu,EEE,1,2026-04-16 16:13:15
898,23068134,Arjun Sharma,23068134@college.edu,EEE,1,2026-04-16 16:13:15
905,23053325,Ritesh Reddy,23053325@college.edu,EEE,3,2026-04-16 16:13:15
919,23059696,Aditya Choudhary,23059696@college.edu,IT,6,2026-04-16 16:13:15
926,23072548,Aditya Patel,23072548@college.edu,ECE,4,2026-04-16 16:13:15
938,23072330,Rohan Thakur,23072330@college.edu,CSE,4,2026-04-16 16:13:15
939,23065568,Siddharth Patel,23065568@college.edu,ECE,1,2026-04-16 16:13:15
948,23074274,Deepak Mehta,23074274@college.edu,ME,8,2026-04-16 16:13:15
949,23055555,Aarav Menon,23055555@college.edu,EEE,3,2026-04-16 16:13:15
952,23075899,Ritesh Patel,23075899@college.edu,CSE,3,2026-04-16 16:13:15
957,23052147,Deepak Ghosh,23052147@college.edu,EEE,8,2026-04-16 16:13:15
958,23050722,Krishna Nair,23050722@college.edu,CSE,1,2026-04-16 16:13:15
962,23070270,Manav Verma,23070270@college.edu,ECE,5,2026-04-16 16:13:15
966,23074201,Tanmay Choudhary,23074201@college.edu,ECE,5,2026-04-16 16:13:15
968,23068305,Harsh Sharma,23068305@college.edu,EEE,8,2026-04-16 16:13:15
979,23066828,Ritesh Thakur,23066828@college.edu,CSE,2,2026-04-16 16:13:15
982,23051866,Harsh Gupta,23051866@college.edu,ECE,2,2026-04-16 16:13:15
991,23074180,Kavya Mehta,23074180@college.edu,IT,7,2026-04-16 16:13:15
993,23059533,Aman Dubey,23059533@college.edu,ECE,7,2026-04-16 16:13:15
998,23061695,Mohit Bansal,23061695@college.edu,CSE,8,2026-04-16 16:13:15
1000,23051579,Om Kapoor,23051579@college.edu,ECE,2,2026-04-16 16:13:15
1006,23064794,Tanmay Jain,23064794@college.edu,ME,3,2026-04-16 16:13:15
1009,23062366,Krishna Thakur,23062366@college.edu,EEE,6,2026-04-16 16:13:15
1020,23062018,Ananya Sinha,23062018@college.edu,ME,2,2026-04-16 16:13:15
1024,23051686,Aditi Nair,23051686@college.edu,ECE,4,2026-04-16 16:13:15
1026,23060498,Sneha Dubey,23060498@college.edu,IT,6,2026-04-16 16:13:15
1032,23068681,Varun Sharma,23068681@college.edu,ECE,1,2026-04-16 16:13:15
1046,23058297,Vivaan Menon,23058297@college.edu,ME,4,2026-04-16 16:13:15
1056,23077449,Pooja Kapoor,23077449@college.edu,ME,2,2026-04-16 16:13:15
1057,23069874,Rahul Pandey,23069874@college.edu,ME,5,2026-04-16 16:13:15
1068,23071488,Varun Sharma,23071488@college.edu,IT,3,2026-04-16 16:13:15
1073,23073327,Dev Das,23073327@college.edu,IT,4,2026-04-16 16:13:15
1076,23054428,Kunal Gupta,23054428@college.edu,EEE,7,2026-04-16 16:13:15
1078,23072039,Dev Choudhary,23072039@college.edu,CSE,4,2026-04-16 16:13:15
1082,23060936,Rahul Sinha,23060936@college.edu,EEE,1,2026-04-16 16:13:15
1094,23078484,Aarav Choudhary,23078484@college.edu,ME,4,2026-04-16 16:13:15
1095,23068231,Aditya Khanna,23068231@college.edu,ME,6,2026-04-16 16:13:15
1097,23071225,Priya Pandey,23071225@college.edu,ME,3,2026-04-16 16:13:15
1099,23075629,Meera Agarwal,23075629@college.edu,CSE,4,2026-04-16 16:13:15
1104,23074814,Ritika Joshi,23074814@college.edu,ME,1,2026-04-16 16:13:15
1121,23054858,Rahul Gupta,23054858@college.edu,EEE,2,2026-04-16 16:13:15
1124,23069305,Dev Dubey,23069305@college.edu,IT,6,2026-04-16 16:13:15
1128,23068099,Ritesh Sharma,23068099@college.edu,IT,3,2026-04-16 16:13:15
1141,23056316,Meera Verma,23056316@college.edu,CSE,2,2026-04-16 16:13:15
1143,23075541,Sai Khanna,23075541@college.edu,EEE,5,2026-04-16 16:13:15
1145,23071074,Arjun Rao,23071074@college.edu,ME,2,2026-04-16 16:13:15
1148,23053669,Krishna Rao,23053669@college.edu,EEE,5,2026-04-16 16:13:15
1154,23057283,Varun Jain,23057283@college.edu,ECE,2,2026-04-16 16:13:15
1155,23065115,Ritika Verma,23065115@college.edu,IT,6,2026-04-16 16:13:15
1159,23070180,Dev Das,23070180@college.edu,ECE,5,2026-04-16 16:13:15
1162,23064511,Diya Bansal,23064511@college.edu,IT,1,2026-04-16 16:13:15
1163,23053723,Kunal Das,23053723@college.edu,CSE,3,2026-04-16 16:13:15
1169,23061620,Tanmay Bansal,23061620@college.edu,CSE,5,2026-04-16 16:13:15
1170,23060219,Nikhil Jain,23060219@college.edu,CSE,3,2026-04-16 16:13:15
1175,23054072,Dev Sharma,23054072@college.edu,ME,2,2026-04-16 16:13:15
1179,23076553,Ritika Kapoor,23076553@college.edu,CSE,8,2026-04-16 16:13:15
1186,23078767,Vivaan Thakur,23078767@college.edu,ME,7,2026-04-16 16:13:15
1187,23050315,Sneha Nair,23050315@college.edu,CSE,7,2026-04-16 16:13:15
1191,23062088,Neha Jain,23062088@college.edu,EEE,2,2026-04-16 16:13:15
1195,23079736,Tanmay Sharma,23079736@college.edu,EEE,8,2026-04-16 16:13:15
1203,23077800,Manav Nair,23077800@college.edu,CSE,4,2026-04-16 16:13:15
1204,23073894,Neha Khanna,23073894@college.edu,ECE,2,2026-04-16 16:13:15
1205,23053458,Diya Mehta,23053458@college.edu,CSE,5,2026-04-16 16:13:15
1210,23059620,Diya Agarwal,23059620@college.edu,ECE,1,2026-04-16 16:13:15
1212,23060717,Nikhil Iyer,23060717@college.edu,IT,6,2026-04-16 16:13:15
1214,23076308,Diya Iyer,23076308@college.edu,IT,4,2026-04-16 16:13:15
1216,23055523,Deepak Reddy,23055523@college.edu,ECE,7,2026-04-16 16:13:15
1217,23071275,Pooja Joshi,23071275@college.edu,IT,4,2026-04-16 16:13:15
1218,23072032,Diya Nair,23072032@college.edu,ME,5,2026-04-16 16:13:15
1220,23071516,Ishaan Rao,23071516@college.edu,EEE,1,2026-04-16 16:13:15
1223,23064102,Arjun Choudhary,23064102@college.edu,ME,1,2026-04-16 16:13:15
1235,23055351,Ritika Gupta,23055351@college.edu,ME,2,2026-04-16 16:13:15
1240,23075130,Ishaan Joshi,23075130@college.edu,ME,3,2026-04-16 16:13:15
1243,23069533,Diya Sinha,23069533@college.edu,ECE,3,2026-04-16 16:13:15
1248,23076185,Priya Das,23076185@college.edu,ECE,5,2026-04-16 16:13:15
1249,23071451,Meera Kapoor,23071451@college.edu,ECE,8,2026-04-16 16:13:15
1264,23057680,Ananya Thakur,23057680@college.edu,CSE,6,2026-04-16 16:13:15
1271,23056631,Kavya Mehta,23056631@college.edu,ME,6,2026-04-16 16:13:15
1282,23077633,Siddharth Sinha,23077633@college.edu,ECE,1,2026-04-16 16:13:15
1289,23070788,Priya Sinha,23070788@college.edu,ME,8,2026-04-16 16:13:15
1299,23059869,Neha Nair,23059869@college.edu,IT,3,2026-04-16 16:13:15
1300,23052388,Aditya Nair,23052388@college.edu,EEE,6,2026-04-16 16:13:15
1302,23050383,Nikhil Patel,23050383@college.edu,CSE,8,2026-04-16 16:13:15
1309,23072127,Nikhil Dubey,23072127@college.edu,CSE,7,2026-04-16 16:13:15
1314,23073782,Ananya Iyer,23073782@college.edu,ECE,1,2026-04-16 16:13:15
1325,23051957,Neha Rao,23051957@college.edu,ME,7,2026-04-16 16:13:15
1329,23076987,Sneha Reddy,23076987@college.edu,IT,1,2026-04-16 16:13:15
1332,23054301,Aditya Ghosh,23054301@college.edu,IT,4,2026-04-16 16:13:15
1336,23051165,Kavya Choudhary,23051165@college.edu,ME,1,2026-04-16 16:13:15
1340,23052615,Varun Menon,23052615@college.edu,CSE,6,2026-04-16 16:13:15
1342,23064169,Diya Ghosh,23064169@college.edu,CSE,5,2026-04-16 16:13:15
1344,23058907,Neha Mehta,23058907@college.edu,ECE,8,2026-04-16 16:13:15
1349,23050598,Priya Rao,23050598@college.edu,IT,2,2026-04-16 16:13:15
1355,23059480,Ananya Joshi,23059480@college.edu,EEE,3,2026-04-16 16:13:15
1359,23063771,Kunal Rao,23063771@college.edu,CSE,2,2026-04-16 16:13:15
1366,23074337,Yash Thakur,23074337@college.edu,ME,1,2026-04-16 16:13:15
1368,23078684,Meera Joshi,23078684@college.edu,CSE,4,2026-04-16 16:13:15
1390,23052178,Ritesh Sinha,23052178@college.edu,ME,5,2026-04-16 16:13:15
1394,23050848,Aman Rao,23050848@college.edu,CSE,6,2026-04-16 16:13:15
1396,23055302,Aditi Gupta,23055302@college.edu,ECE,5,2026-04-16 16:13:15
1405,23063624,Kunal Das,23063624@college.edu,ME,5,2026-04-16 16:13:15
1408,23065672,Neha Thakur,23065672@college.edu,CSE,4,2026-04-16 16:13:15
1409,23071978,Aman Choudhary,23071978@college.edu,ECE,2,2026-04-16 16:13:15
1425,23064923,Priya Kapoor,23064923@college.edu,EEE,6,2026-04-16 16:13:15
1426,23064459,Aditya Khanna,23064459@college.edu,CSE,5,2026-04-16 16:13:15
1434,23072843,Ritesh Kapoor,23072843@college.edu,EEE,4,2026-04-16 16:13:15
1435,23071381,Nikhil Agarwal,23071381@college.edu,EEE,4,2026-04-16 16:13:15
1438,23053160,Ritesh Bansal,23053160@college.edu,IT,8,2026-04-16 16:13:15
1440,23067860,Sneha Patel,23067860@college.edu,EEE,5,2026-04-16 16:13:15
1442,23058740,Dev Nair,23058740@college.edu,EEE,7,2026-04-16 16:13:15
1445,23075559,Yash Bansal,23075559@college.edu,CSE,1,2026-04-16 16:13:15
1447,23066587,Sai Jain,23066587@college.edu,ECE,5,2026-04-16 16:13:15
1457,23051096,Diya Agarwal,23051096@college.edu,IT,8,2026-04-16 16:13:15
1458,23075389,Tanmay Ghosh,23075389@college.edu,ME,7,2026-04-16 16:13:15
1469,23050654,Yash Joshi,23050654@college.edu,CSE,1,2026-04-16 16:13:15
1472,23062093,Krishna Agarwal,23062093@college.edu,ECE,1,2026-04-16 16:13:15
1484,23075771,Sai Pandey,23075771@college.edu,IT,2,2026-04-16 16:13:15
1486,23075521,Sneha Iyer,23075521@college.edu,CSE,6,2026-04-16 16:13:15
1487,23050702,Kunal Choudhary,23050702@college.edu,IT,2,2026-04-16 16:13:15
1490,23057456,Rahul Das,23057456@college.edu,CSE,8,2026-04-16 16:13:15
1495,23061104,Varun Ghosh,23061104@college.edu,IT,5,2026-04-16 16:13:15
1497,23067350,Nikhil Menon,23067350@college.edu,ECE,8,2026-04-16 16:13:15
1502,23050482,Arjun Thakur,23050482@college.edu,EEE,7,2026-04-16 16:13:15
1509,23050863,Harsh Sharma,23050863@college.edu,ECE,4,2026-04-16 16:13:15
1511,23063071,Rohan Agarwal,23063071@college.edu,IT,7,2026-04-16 16:13:15
1515,23051643,Aman Gupta,23051643@college.edu,ECE,7,2026-04-16 16:13:15
1517,23059513,Neha Ghosh,23059513@college.edu,IT,2,2026-04-16 16:13:15
1526,23070378,Aarav Menon,23070378@college.edu,ECE,6,2026-04-16 16:13:15
1527,23078592,Siddharth Gupta,23078592@college.edu,ME,6,2026-04-16 16:13:15
1534,23057524,Nikhil Nair,23057524@college.edu,EEE,1,2026-04-16 16:13:15
1535,23070107,Pooja Choudhary,23070107@college.edu,IT,3,2026-04-16 16:13:15
1536,23052986,Aarav Jain,23052986@college.edu,EEE,3,2026-04-16 16:13:15
1539,23062695,Priya Ghosh,23062695@college.edu,ME,4,2026-04-16 16:13:15
1542,23065859,Aarav Khanna,23065859@college.edu,ECE,1,2026-04-16 16:13:15
1547,23074183,Meera Bansal,23074183@college.edu,CSE,6,2026-04-16 16:13:15
1548,23063415,Vivaan Thakur,23063415@college.edu,IT,2,2026-04-16 16:13:15
1550,23079175,Sai Rao,23079175@college.edu,ME,4,2026-04-16 16:13:15
1556,23071979,Neha Sinha,23071979@college.edu,ME,5,2026-04-16 16:13:15
1557,23064673,Deepak Khanna,23064673@college.edu,ECE,8,2026-04-16 16:13:15
1565,23061101,Harsh Iyer,23061101@college.edu,ME,2,2026-04-16 16:13:15
1582,23052317,Aditya Mehta,23052317@college.edu,ME,1,2026-04-16 16:13:15
1583,23053476,Om Sinha,23053476@college.edu,IT,6,2026-04-16 16:13:15
1601,23060534,Priya Mehta,23060534@college.edu,IT,5,2026-04-16 16:13:15
1608,23051006,Sneha Mehta,23051006@college.edu,CSE,2,2026-04-16 16:13:15
1613,23069751,Rahul Reddy,23069751@college.edu,ME,7,2026-04-16 16:13:15
1619,23055789,Ritesh Pandey,23055789@college.edu,EEE,6,2026-04-16 16:13:15
1624,23069112,Ananya Rao,23069112@college.edu,ME,1,2026-04-16 16:13:15
1632,23050093,Ritesh Sinha,23050093@college.edu,ME,4,2026-04-16 16:13:15
1636,23075342,Meera Thakur,23075342@college.edu,ME,4,2026-04-16 16:13:15
1637,23070480,Meera Ghosh,23070480@college.edu,ME,6,2026-04-16 16:13:15
1639,23067255,Siddharth Mehta,23067255@college.edu,EEE,4,2026-04-16 16:13:15
1644,23062265,Aman Kapoor,23062265@college.edu,ECE,1,2026-04-16 16:13:15
1655,23078728,Ishaan Mehta,23078728@college.edu,IT,6,2026-04-16 16:13:15
1656,23072494,Om Thakur,23072494@college.edu,ME,7,2026-04-16 16:13:15
1663,23073757,Ritika Sharma,23073757@college.edu,CSE,8,2026-04-16 16:13:15
1665,23055388,Om Verma,23055388@college.edu,IT,1,2026-04-16 16:13:15
1673,23068862,Tanmay Khanna,23068862@college.edu,ECE,8,2026-04-16 16:13:15
1677,23073568,Sneha Iyer,23073568@college.edu,ME,2,2026-04-16 16:13:15
1679,23068597,Vivaan Gupta,23068597@college.edu,ME,7,2026-04-16 16:13:15
1683,23071376,Vivaan Dubey,23071376@college.edu,EEE,1,2026-04-16 16:13:15
1685,23052847,Krishna Nair,23052847@college.edu,ECE,5,2026-04-16 16:13:15
1691,23067207,Ritika Mehta,23067207@college.edu,CSE,1,2026-04-16 16:13:15
1692,23051770,Manav Sinha,23051770@college.edu,ECE,4,2026-04-16 16:13:15
1694,23063205,Aditya Kapoor,23063205@college.edu,EEE,7,2026-04-16 16:13:15
1698,23057347,Aman Khanna,23057347@college.edu,EEE,4,2026-04-16 16:13:15
1701,23050250,Aman Jain,23050250@college.edu,EEE,1,2026-04-16 16:13:15
1706,23061877,Yash Dubey,23061877@college.edu,EEE,4,2026-04-16 16:13:15
1707,23076009,Om Choudhary,23076009@college.edu,EEE,2,2026-04-16 16:13:15
1719,23057675,Manav Sharma,23057675@college.edu,CSE,7,2026-04-16 16:13:15
1720,23057768,Aditi Thakur,23057768@college.edu,ME,6,2026-04-16 16:13:15
1728,23050386,Diya Choudhary,23050386@college.edu,EEE,8,2026-04-16 16:13:15
1729,23066034,Meera Reddy,23066034@college.edu,ME,7,2026-04-16 16:13:15
1737,23051600,Diya Das,23051600@college.edu,CSE,5,2026-04-16 16:13:15
1740,23059905,Tanmay Patel,23059905@college.edu,IT,6,2026-04-16 16:13:15
1746,23053296,Rohan Patel,23053296@college.edu,ME,2,2026-04-16 16:13:15
1749,23057255,Diya Joshi,23057255@college.edu,EEE,5,2026-04-16 16:13:15
1751,23068739,Aditya Bansal,23068739@college.edu,CSE,4,2026-04-16 16:13:15
1753,23073745,Dev Bansal,23073745@college.edu,EEE,1,2026-04-16 16:13:15
1754,23050736,Diya Jain,23050736@college.edu,ME,6,2026-04-16 16:13:15
1757,23065817,Aditi Ghosh,23065817@college.edu,ME,4,2026-04-16 16:13:15
1765,23074462,Aditya Khanna,23074462@college.edu,CSE,6,2026-04-16 16:13:15
1778,23066075,Sneha Verma,23066075@college.edu,IT,5,2026-04-16 16:13:15
1779,23065933,Kunal Mehta,23065933@college.edu,EEE,8,2026-04-16 16:13:15
1780,23077720,Tanmay Pandey,23077720@college.edu,IT,1,2026-04-16 16:13:15
1782,23076307,Kavya Thakur,23076307@college.edu,ME,6,2026-04-16 16:13:15
1794,23051109,Deepak Choudhary,23051109@college.edu,CSE,6,2026-04-16 16:13:15
