student_id,full_name,course_name,attendance_percentage
2971,"Pooja Pandey","Electrical Measurements",0.00
19389,"Meera Joshi","Electrical Measurements",0.00
46062,"Tanmay Verma","Electrical Measurements",0.00
31729,"Rahul Kapoor","Electrical Measurements",0.00
40791,"Kunal Thakur","Electrical Measurements",0.00
48686,"Dev Das","Electrical Measurements",0.00
20049,"Deepak Sharma","Electrical Measurements",0.00
26791,"Aarav Gupta","Electrical Measurements",0.00
40553,"Meera Patel","Electrical Measurements",0.00
3390,"Krishna Patel","Electrical Measurements",0.00
18611,"Kunal Sinha","Electrical Measurements",0.00
8103,"Vivaan Nair","Electrical Measurements",0.00
40254,"Ritesh Gupta","Electrical Measurements",0.00
31219,"Manav Kapoor","Electrical Measurements",0.00
19319,"Nikhil Agarwal","Electrical Measurements",0.00
41509,"Manav Joshi","Electrical Measurements",0.00
38295,"Arjun Sinha","Electrical Measurements",0.00
23297,"Yash Menon","Electrical Measurements",0.00
29264,"Rahul Menon","Electrical Measurements",0.00
17741,"Arjun Thakur","Electrical Measurements",0.00
12060,"Kavya Gupta","Electrical Measurements",0.00
32768,"Ananya Gupta","Electrical Measurements",0.00
5885,"Pooja Jain","Electrical Measurements",0.00
14532,"Yash Ghosh","Electrical Measurements",0.00
27575,"Om Joshi","Electrical Measurements",0.00
36491,"Arjun Das","Electrical Measurements",0.00
23162,"Ananya Reddy","Electrical Measurements",0.00
45171,"Arjun Jain","Electrical Measurements",0.00
1542,"Aarav Khanna","Electrical Measurements",0.00
7881,"Deepak Reddy","Electrical Measurements",0.00
11029,"Dev Jain","IoT Hardware Design",0.00
28358,"Ananya Kapoor","IoT Hardware Design",0.00
33579,"Ritika Choudhary","IoT Hardware Design",0.00
41970,"Varun Menon","IoT Hardware Design",0.00
43894,"Priya Sharma","IoT Hardware Design",0.00
48921,"Sai Sharma","IoT Hardware Design",0.00
27704,"Deepak Dubey","IoT Hardware Design",0.00
46622,"Krishna Thakur","IoT Hardware Design",0.00
27022,"Siddharth Dubey","IoT Hardware Design",0.00
31260,"Sai Kapoor","IoT Hardware Design",0.00
40266,"Sai Rao","IoT Hardware Design",0.00
37027,"Sai Pandey","IoT Hardware Design",0.00
44461,"Aman Nair","IoT Hardware Design",0.00
4683,"Arjun Pandey","IoT Hardware Design",0.00
38996,"Rohan Rao","IoT Hardware Design",0.00
35566,"Sneha Verma","IoT Hardware Design",0.00
31501,"Ritika Verma","IoT Hardware Design",0.00
42253,"Ishaan Mehta","IoT Hardware Design",0.00
19047,"Kunal Khanna","IoT Hardware Design",0.00
45245,"Rohan Sinha","IoT Hardware Design",0.00
4802,"Tanmay Khanna","IoT Hardware Design",0.00
44491,"Ishaan Choudhary","IoT Hardware Design",0.00
45619,"Om Verma","IoT Hardware Design",0.00
43682,"Manav Sinha","IoT Hardware Design",0.00
11139,"Aditya Sinha","Business Intelligence",0.00
40034,"Priya Dubey","Business Intelligence",0.00
42522,"Harsh Joshi","Business Intelligence",0.00
3450,"Yash Rao","Business Intelligence",0.00
48594,"Ishaan Pandey","Business Intelligence",0.00
22186,"Krishna Ghosh","Business Intelligence",0.00
18839,"Kunal Menon","Business Intelligence",0.00
24080,"Ishaan Rao","Business Intelligence",0.00
40945,"Pooja Sharma","Business Intelligence",0.00
15649,"Pooja Dubey","Business Intelligence",0.00
26178,"Ritika Dubey","Business Intelligence",0.00
45572,"Vivaan Thakur","Business Intelligence",0.00
5262,"Yash Ghosh","Business Intelligence",0.00
20214,"Tanmay Choudhary","Business Intelligence",0.00
32904,"Nikhil Sharma","Business Intelligence",0.00
47706,"Krishna Ghosh","Business Intelligence",0.00
3762,"Ishaan Menon","Business Intelligence",0.00
20438,"Harsh Menon","Business Intelligence",0.00
1548,"Vivaan Thakur","Business Intelligence",0.00
31458,"Pooja Agarwal","Business Intelligence",0.00
7021,"Priya Thakur","Business Intelligence",0.00
48290,"Rahul Agarwal","Business Intelligence",0.00
5657,"Yash Jain","Business Intelligence",0.00
34585,"Aditi Verma","Power Plant Engineering",0.00
40241,"Ananya Rao","Power Plant Engineering",0.00
1915,"Harsh Khanna","Power Plant Engineering",0.00
40932,"Om Sharma","Power Plant Engineering",0.00
30936,"Kavya Reddy","Power Plant Engineering",0.00
8170,"Rohan Menon","Power Plant Engineering",0.00
21356,"Dev Menon","Power Plant Engineering",0.00
24134,"Harsh Thakur","Power Plant Engineering",0.00
809,"Arjun Patel","Power Plant Engineering",0.00
34153,"Diya Iyer","Power Plant Engineering",0.00
40578,"Kavya Khanna","Power Plant Engineering",0.00
11250,"Arjun Joshi","Power Plant Engineering",0.00
39759,"Aman Sinha","Power Plant Engineering",0.00
174,"Priya Thakur","Power Plant Engineering",0.00
25278,"Dev Jain","Power Plant Engineering",0.00
4959,"Kunal Ghosh","Power Plant Engineering",0.00
40658,"Sneha Pandey","Power Plant Engineering",0.00
48121,"Sai Joshi","Power Plant Engineering",0.00
20073,"Mohit Gupta","Power Plant Engineering",0.00
10577,"Ishaan Thakur","Power Plant Engineering",0.00
35670,"Krishna Verma","Power Plant Engineering",0.00
16093,"Arjun Bansal","Power Plant Engineering",0.00
36951,"Arjun Verma","Power Plant Engineering",0.00
16719,"Priya Sharma","Power Plant Engineering",0.00
31146,"Aditi Rao","Communication Systems",0.00
14887,"Sai Joshi","Communication Systems",0.00
10653,"Nikhil Bansal","Communication Systems",0.00
30186,"Arjun Choudhary","Communication Systems",0.00
24119,"Aarav Pandey","Communication Systems",0.00
2730,"Ritesh Agarwal","Communication Systems",0.00
41308,"Meera Verma","Communication Systems",0.00
30556,"Ritika Dubey","Communication Systems",0.00
25016,"Varun Sharma","Communication Systems",0.00
37457,"Krishna Pandey","Communication Systems",0.00
11242,"Aarav Khanna","Communication Systems",0.00
21318,"Om Gupta","Communication Systems",0.00
4159,"Sneha Gupta","Communication Systems",0.00
20697,"Tanmay Agarwal","Communication Systems",0.00
45708,"Aditya Gupta","Communication Systems",0.00
6878,"Tanmay Bansal","Communication Systems",0.00
6937,"Meera Mehta","Communication Systems",0.00
35852,"Pooja Khanna","Analog Circuits",0.00
24651,"Rohan Sinha","Analog Circuits",0.00
18165,"Nikhil Agarwal","Analog Circuits",0.00
49847,"Aarav Agarwal","Analog Circuits",0.00
3679,"Deepak Nair","Analog Circuits",0.00
15597,"Arjun Gupta","Analog Circuits",0.00
40943,"Ishaan Thakur","Analog Circuits",0.00
30548,"Vivaan Kapoor","Analog Circuits",0.00
12829,"Manav Kapoor","Analog Circuits",0.00
19540,"Sai Pandey","Analog Circuits",0.00
13733,"Arjun Jain","Analog Circuits",0.00
6281,"Siddharth Dubey","Analog Circuits",0.00
38382,"Neha Choudhary","Analog Circuits",0.00
10641,"Rohan Patel","Analog Circuits",0.00
27338,"Meera Joshi","Analog Circuits",0.00
5930,"Aman Rao","Analog Circuits",0.00
43770,"Ishaan Iyer","Analog Circuits",0.00
892,"Ishaan Iyer","Analog Circuits",0.00
26870,"Mohit Sinha","Analog Circuits",0.00
28070,"Rohan Dubey","Analog Circuits",0.00
42479,"Mohit Menon","Analog Circuits",0.00
2522,"Harsh Joshi","Analog Circuits",0.00
15309,"Tanmay Jain","Software Engineering",0.00
8517,"Arjun Agarwal","Software Engineering",0.00
27285,"Nikhil Mehta","Software Engineering",0.00
13421,"Rahul Nair","Software Engineering",0.00
36411,"Vivaan Bansal","Software Engineering",0.00
1497,"Nikhil Menon","Software Engineering",0.00
24152,"Aditya Gupta","Software Engineering",0.00
46154,"Rahul Joshi","Software Engineering",0.00
31550,"Kavya Sinha","Software Engineering",0.00
9468,"Harsh Khanna","Software Engineering",0.00
12115,"Varun Das","Software Engineering",0.00
25970,"Kavya Sharma","Software Engineering",0.00
1195,"Tanmay Sharma","Software Engineering",0.00
30851,"Ritika Khanna","Software Engineering",0.00
15790,"Pooja Khanna","Software Engineering",0.00
22925,"Sai Menon","Software Engineering",0.00
38128,"Tanmay Kapoor","Software Engineering",0.00
18570,"Manav Agarwal","Software Engineering",0.00
9077,"Arjun Rao","Software Engineering",0.00
28239,"Sai Jain","Software Engineering",0.00
46293,"Mohit Joshi","Software Engineering",0.00
45967,"Neha Dubey","Software Engineering",0.00
35814,"Ritika Bansal","Software Engineering",0.00
28391,"Neha Bansal","Software Engineering",0.00
30976,"Rahul Iyer","Software Engineering",0.00
29247,"Siddharth Patel",DevOps,0.00
41827,"Harsh Verma",DevOps,0.00
41640,"Om Iyer",DevOps,0.00
11448,"Om Thakur",DevOps,0.00
15902,"Aditi Choudhary",DevOps,0.00
19818,"Manav Jain",DevOps,0.00
42040,"Tanmay Kapoor",DevOps,0.00
40808,"Sai Patel",DevOps,0.00
13598,"Tanmay Dubey",DevOps,0.00
42064,"Nikhil Patel",DevOps,0.00
36186,"Kunal Reddy",DevOps,0.00
14646,"Mohit Das",DevOps,0.00
9035,"Tanmay Menon",DevOps,0.00
26335,"Varun Bansal",DevOps,0.00
36379,"Deepak Bansal",DevOps,0.00
1753,"Dev Bansal",DevOps,0.00
8609,"Harsh Kapoor",DevOps,0.00
4701,"Ritika Agarwal",DevOps,0.00
7342,"Aman Menon",DevOps,0.00
42568,"Neha Bansal",DevOps,0.00
43573,"Rohan Ghosh",DevOps,0.00
39817,"Kunal Choudhary",DevOps,0.00
47717,"Rohan Khanna","Heat Transfer",0.00
5017,"Ritesh Kapoor","Heat Transfer",0.00
47830,"Nikhil Reddy","Heat Transfer",0.00
22874,"Vivaan Reddy","Heat Transfer",0.00
4292,"Ishaan Verma","Heat Transfer",0.00
37721,"Harsh Verma","Heat Transfer",0.00
23772,"Aditya Verma","Heat Transfer",0.00
49703,"Krishna Das","Heat Transfer",0.00
2458,"Meera Joshi","Heat Transfer",0.00
43081,"Nikhil Iyer","Heat Transfer",0.00
34798,"Aman Pandey","Heat Transfer",0.00
45419,"Deepak Iyer","Heat Transfer",0.00
2116,"Yash Menon","Heat Transfer",0.00
41883,"Mohit Menon","Heat Transfer",0.00
36504,"Aman Agarwal","Heat Transfer",0.00
27435,"Aarav Nair","Heat Transfer",0.00
16162,"Rohan Joshi","Heat Transfer",0.00
11495,"Sai Nair","Heat Transfer",0.00
45814,"Pooja Reddy","Heat Transfer",0.00
30598,"Ritika Iyer","Heat Transfer",0.00
24016,"Nikhil Pandey","Heat Transfer",0.00
34537,"Pooja Choudhary","Heat Transfer",0.00
35223,"Pooja Sharma","Heat Transfer",0.00
16064,"Arjun Khanna","Heat Transfer",0.00
1299,"Neha Nair","Circuit Theory",0.00
24372,"Meera Choudhary","Circuit Theory",0.00
20712,"Rahul Thakur","Circuit Theory",0.00
23659,"Aman Nair","Circuit Theory",0.00
15639,"Om Gupta","Circuit Theory",0.00
17159,"Rohan Patel","Circuit Theory",0.00
35549,"Priya Das","Circuit Theory",0.00
34583,"Harsh Sinha","Circuit Theory",0.00
34735,"Vivaan Sharma","Circuit Theory",0.00
25062,"Ishaan Menon","Circuit Theory",0.00
4979,"Aman Nair","Circuit Theory",0.00
48484,"Ritesh Agarwal","Circuit Theory",0.00
16160,"Aditi Iyer","Circuit Theory",0.00
36291,"Neha Gupta","Circuit Theory",0.00
17038,"Yash Verma","Circuit Theory",0.00
46403,"Vivaan Khanna","Circuit Theory",0.00
9945,"Varun Khanna","Circuit Theory",0.00
3365,"Dev Nair","Circuit Theory",0.00
26134,"Pooja Sinha","Circuit Theory",0.00
24401,"Aman Gupta","Circuit Theory",0.00
7990,"Yash Sinha","Circuit Theory",0.00
5372,"Ananya Bansal","Circuit Theory",0.00
49288,"Sai Ghosh","Circuit Theory",0.00
5929,"Ananya Ghosh","Circuit Theory",0.00
26750,"Sneha Sinha","Circuit Theory",0.00
13249,"Meera Mehta","Tool Engineering",0.00
2880,"Om Mehta","Tool Engineering",0.00
35993,"Aarav Gupta","Tool Engineering",0.00
8609,"Harsh Kapoor","Tool Engineering",0.00
14339,"Ritika Pandey","Tool Engineering",0.00
3041,"Rahul Ghosh","Tool Engineering",0.00
3862,"Aditya Ghosh","Tool Engineering",0.00
32557,"Rohan Reddy","Tool Engineering",0.00
27774,"Rohan Gupta","Tool Engineering",0.00
44294,"Tanmay Rao","Tool Engineering",0.00
14772,"Aman Agarwal","Tool Engineering",0.00
28995,"Pooja Menon","Tool Engineering",0.00
36733,"Diya Agarwal","Tool Engineering",0.00
34705,"Vivaan Bansal","Tool Engineering",0.00
17935,"Om Das","Tool Engineering",0.00
1931,"Diya Choudhary","Tool Engineering",0.00
26234,"Deepak Iyer","Tool Engineering",0.00
19390,"Kunal Mehta","Tool Engineering",0.00
46569,"Aman Thakur","Tool Engineering",0.00
883,"Siddharth Thakur","Tool Engineering",0.00
31282,"Dev Sharma","Tool Engineering",0.00
25501,"Pooja Das","Tool Engineering",0.00
39428,"Sai Agarwal","Tool Engineering",0.00
25079,"Nikhil Dubey","Tool Engineering",0.00
13399,"Varun Dubey","Tool Engineering",0.00
4762,"Aarav Thakur","Tool Engineering",0.00
962,"Manav Verma","Tool Engineering",0.00
21255,"Mohit Dubey","Electrical Machines",0.00
14675,"Arjun Ghosh","Electrical Machines",0.00
11869,"Kavya Dubey","Electrical Machines",0.00
46953,"Harsh Thakur","Electrical Machines",0.00
49709,"Kunal Choudhary","Electrical Machines",0.00
21298,"Ritesh Khanna","Electrical Machines",0.00
35478,"Aman Patel","Electrical Machines",0.00
9928,"Sneha Das","Electrical Machines",0.00
16904,"Ishaan Dubey","Electrical Machines",0.00
23122,"Sai Reddy","Electrical Machines",0.00
21718,"Aman Patel","Electrical Machines",0.00
42327,"Sneha Joshi","Electrical Machines",0.00
34486,"Ananya Iyer","Electrical Machines",0.00
3779,"Rohan Thakur","Electrical Machines",0.00
32031,"Rahul Choudhary","Electrical Machines",0.00
2920,"Mohit Iyer","Electrical Machines",0.00
29435,"Ananya Rao","Electrical Machines",0.00
31984,"Ananya Agarwal","Electrical Machines",0.00
44307,"Aditya Verma","Electrical Machines",0.00
18477,"Aditi Iyer","Electrical Machines",0.00
37633,"Sneha Ghosh","Full Stack Development",0.00
2210,"Om Ghosh","Full Stack Development",0.00
45483,"Siddharth Das","Full Stack Development",0.00
2421,"Mohit Nair","Full Stack Development",0.00
12377,"Mohit Reddy","Full Stack Development",0.00
10860,"Mohit Jain","Full Stack Development",0.00
10413,"Yash Iyer","Full Stack Development",0.00
29059,"Sai Agarwal","Full Stack Development",0.00
36350,"Sneha Pandey","Full Stack Development",0.00
5284,"Priya Choudhary","Full Stack Development",0.00
8946,"Priya Thakur","Full Stack Development",0.00
15630,"Siddharth Pandey","Full Stack Development",0.00
16328,"Pooja Menon","Full Stack Development",0.00
3326,"Aarav Mehta","Full Stack Development",0.00
20195,"Diya Joshi","Full Stack Development",0.00
19317,"Harsh Bansal","Full Stack Development",0.00
12841,"Rahul Sinha","Full Stack Development",0.00
25797,"Dev Iyer","Full Stack Development",0.00
32678,"Manav Iyer","Full Stack Development",0.00
41237,"Kavya Bansal","Full Stack Development",0.00
40241,"Ananya Rao","Full Stack Development",0.00
247,"Yash Thakur","Object Oriented Programming",0.00
35665,"Kunal Joshi","Object Oriented Programming",0.00
14326,"Sneha Ghosh","Object Oriented Programming",0.00
48246,"Sai Jain","Object Oriented Programming",0.00
2539,"Rohan Agarwal","Object Oriented Programming",0.00
13973,"Nikhil Kapoor","Object Oriented Programming",0.00
31475,"Ritesh Khanna","Object Oriented Programming",0.00
42989,"Kavya Reddy","Object Oriented Programming",0.00
21288,"Priya Das","Object Oriented Programming",0.00
27916,"Nikhil Menon","Object Oriented Programming",0.00
48536,"Siddharth Patel","Object Oriented Programming",0.00
17263,"Ritika Joshi","Object Oriented Programming",0.00
24342,"Siddharth Nair","Object Oriented Programming",0.00
36748,"Rohan Pandey","Object Oriented Programming",0.00
44353,"Manav Rao","Object Oriented Programming",0.00
255,"Kavya Joshi","Object Oriented Programming",0.00
11066,"Aditi Khanna","Object Oriented Programming",0.00
26980,"Aditi Verma","Object Oriented Programming",0.00
27147,"Meera Rao","Object Oriented Programming",0.00
45182,"Ananya Bansal","Object Oriented Programming",0.00
18861,"Ritesh Ghosh","Object Oriented Programming",0.00
3540,"Ritika Verma","Object Oriented Programming",0.00
41651,"Manav Patel","Object Oriented Programming",0.00
13580,"Arjun Joshi","Object Oriented Programming",0.00
30946,"Yash Pandey","Object Oriented Programming",0.00
13399,"Varun Dubey","Object Oriented Programming",0.00
41157,"Dev Jain",Mechatronics,0.00
44533,"Neha Nair",Mechatronics,0.00
19620,"Kavya Menon",Mechatronics,0.00
45443,"Rahul Choudhary",Mechatronics,0.00
33023,"Rahul Pandey",Mechatronics,0.00
5918,"Rohan Verma",Mechatronics,0.00
13887,"Arjun Patel",Mechatronics,0.00
17196,"Rohan Bansal",Mechatronics,0.00
34381,"Kunal Verma",Mechatronics,0.00
48234,"Deepak Menon",Mechatronics,0.00
664,"Tanmay Reddy",Mechatronics,0.00
17563,"Nikhil Patel",Mechatronics,0.00
12914,"Pooja Ghosh",Mechatronics,0.00
1195,"Tanmay Sharma",Mechatronics,0.00
31531,"Ritesh Agarwal",Mechatronics,0.00
18225,"Aarav Agarwal",Mechatronics,0.00
47306,"Arjun Choudhary",Mechatronics,0.00
18990,"Rahul Joshi",Mechatronics,0.00
35450,"Mohit Ghosh",Mechatronics,0.00
7650,"Meera Agarwal",Mechatronics,0.00
45838,"Ishaan Reddy","Embedded Systems",0.00
1024,"Aditi Nair","Embedded Systems",0.00
4508,"Diya Patel","Embedded Systems",0.00
40962,"Pooja Rao","Embedded Systems",0.00
44158,"Aditi Reddy","Embedded Systems",0.00
33949,"Nikhil Thakur","Embedded Systems",0.00
14275,"Harsh Rao","Embedded Systems",0.00
27045,"Pooja Jain","Embedded Systems",0.00
22925,"Sai Menon","Embedded Systems",0.00
14893,"Neha Iyer","Embedded Systems",0.00
38838,"Kunal Thakur","Embedded Systems",0.00
35489,"Neha Reddy","Embedded Systems",0.00
20223,"Kunal Choudhary","Embedded Systems",0.00
19540,"Sai Pandey","Embedded Systems",0.00
7959,"Kavya Kapoor","Embedded Systems",0.00
35849,"Meera Thakur","Embedded Systems",0.00
14586,"Krishna Nair","Parallel Computing",0.00
22069,"Harsh Menon","Parallel Computing",0.00
45948,"Kunal Iyer","Parallel Computing",0.00
9666,"Pooja Iyer","Parallel Computing",0.00
5948,"Vivaan Mehta","Parallel Computing",0.00
1698,"Aman Khanna","Parallel Computing",0.00
16881,"Vivaan Gupta","Parallel Computing",0.00
40140,"Ishaan Jain","Parallel Computing",0.00
27634,"Manav Reddy","Parallel Computing",0.00
40783,"Ishaan Nair","Parallel Computing",0.00
1765,"Aditya Khanna","Parallel Computing",0.00
31760,"Deepak Joshi","Parallel Computing",0.00
35722,"Pooja Iyer","Parallel Computing",0.00
12122,"Ritesh Choudhary","Parallel Computing",0.00
9986,"Ritika Sinha","Parallel Computing",0.00
11931,"Dev Sharma","Parallel Computing",0.00
48189,"Dev Joshi","Parallel Computing",0.00
11130,"Vivaan Jain","Parallel Computing",0.00
34796,"Nikhil Joshi","Parallel Computing",0.00
26664,"Om Dubey","Parallel Computing",0.00
25837,"Kunal Mehta","Parallel Computing",0.00
17231,"Pooja Mehta","Parallel Computing",0.00
39070,"Aman Dubey","Parallel Computing",0.00
43007,"Aditi Khanna","Power Systems",0.00
25728,"Rohan Khanna","Power Systems",0.00
349,"Arjun Das","Power Systems",0.00
33287,"Om Jain","Power Systems",0.00
4272,"Tanmay Kapoor","Power Systems",0.00
43716,"Yash Verma","Power Systems",0.00
2566,"Arjun Reddy","Power Systems",0.00
46365,"Nikhil Gupta","Power Systems",0.00
3906,"Tanmay Nair","Power Systems",0.00
16963,"Om Thakur","Power Systems",0.00
5797,"Manav Pandey","Power Systems",0.00
1495,"Varun Ghosh","Power Systems",0.00
29149,"Varun Kapoor","Power Systems",0.00
21044,"Deepak Patel","Power Systems",0.00
16280,"Aditya Pandey","Power Systems",0.00
21236,"Kunal Sinha","Power Systems",0.00
10852,"Yash Joshi","Power Systems",0.00
3535,"Meera Kapoor","Power Systems",0.00
23836,"Mohit Mehta","Power Systems",0.00
14779,"Ishaan Gupta","Power Systems",0.00
37613,"Vivaan Choudhary","Power Systems",0.00
6957,"Yash Verma","Power Systems",0.00
42955,"Manav Menon","Power Systems",0.00
16646,"Aman Menon","Power Systems",0.00
49045,"Arjun Gupta","Power Systems",0.00
43585,"Rahul Rao","Power Systems",0.00
16335,"Aman Patel","Power Systems",0.00
18528,"Ritesh Iyer","Computer Networks",0.00
32084,"Aman Ghosh","Computer Networks",0.00
20292,"Ritika Mehta","Computer Networks",0.00
10546,"Ritesh Ghosh","Computer Networks",0.00
431,"Vivaan Sharma","Computer Networks",0.00
25574,"Rohan Patel","Computer Networks",0.00
33139,"Ishaan Mehta","Computer Networks",0.00
48663,"Priya Iyer","Computer Networks",0.00
38943,"Ritesh Rao","Computer Networks",0.00
22440,"Tanmay Choudhary","Computer Networks",0.00
25363,"Diya Kapoor","Computer Networks",0.00
29166,"Arjun Agarwal","Computer Networks",0.00
2525,"Om Nair","Computer Networks",0.00
24992,"Harsh Choudhary","Computer Networks",0.00
7512,"Om Choudhary","Computer Networks",0.00
46927,"Ritesh Iyer","Computer Networks",0.00
7006,"Aditya Das","Computer Networks",0.00
48280,"Nikhil Menon","Computer Networks",0.00
44265,"Dev Sharma","Computer Networks",0.00
29630,"Krishna Iyer","Computer Networks",0.00
18870,"Dev Verma","Computer Networks",0.00
38244,"Yash Thakur","Computer Networks",0.00
516,"Tanmay Agarwal","Computer Networks",0.00
16707,"Deepak Reddy","Computer Networks",0.00
15721,"Rohan Nair","Computer Networks",0.00
19168,"Harsh Pandey","Computer Networks",0.00
43891,"Dev Nair","Computer Networks",0.00
26631,"Pooja Agarwal","Computer Networks",0.00
29645,"Kavya Sinha","Computer Networks",0.00
29611,"Kavya Thakur","Computer Networks",0.00
43236,"Vivaan Thakur","Computer Networks",0.00
42642,"Varun Menon","Computer Networks",0.00
4838,"Aman Sinha","Computer Networks",0.00
29411,"Sneha Nair","Computer Networks",0.00
24667,"Priya Agarwal","Computer Networks",0.00
46785,"Siddharth Choudhary","Computer Networks",0.00
15395,"Aarav Kapoor","Data Warehousing",0.00
8358,"Harsh Choudhary","Data Warehousing",0.00
25117,"Rohan Sharma","Data Warehousing",0.00
17233,"Manav Sharma","Data Warehousing",0.00
9862,"Rahul Verma","Data Warehousing",0.00
13039,"Arjun Das","Data Warehousing",0.00
25314,"Ananya Rao","Data Warehousing",0.00
33139,"Ishaan Mehta","Data Warehousing",0.00
11795,"Yash Sharma","Data Warehousing",0.00
42236,"Nikhil Gupta","Data Warehousing",0.00
4578,"Kavya Joshi","Data Warehousing",0.00
43145,"Ritika Patel","Data Warehousing",0.00
9899,"Ritesh Patel","Data Warehousing",0.00
38127,"Deepak Dubey","Data Warehousing",0.00
33358,"Ritesh Bansal","Data Warehousing",0.00
23632,"Deepak Verma","Data Warehousing",0.00
24462,"Dev Thakur","Data Warehousing",0.00
9374,"Tanmay Mehta","Data Warehousing",0.00
28500,"Kunal Nair","Data Warehousing",0.00
10462,"Aman Mehta","Data Warehousing",0.00
3786,"Aman Sharma","Data Warehousing",0.00
12091,"Rahul Khanna","Data Warehousing",0.00
10563,"Varun Patel","Data Warehousing",0.00
33996,"Arjun Bansal","Data Warehousing",0.00
5436,"Priya Thakur","Data Warehousing",0.00
10339,"Vivaan Kapoor","Data Warehousing",0.00
34042,"Aman Rao","Finite Element Analysis",0.00
32433,"Rahul Reddy","Finite Element Analysis",0.00
36238,"Rahul Kapoor","Finite Element Analysis",0.00
40260,"Mohit Ghosh","Finite Element Analysis",0.00
44904,"Kavya Menon","Finite Element Analysis",0.00
1548,"Vivaan Thakur","Finite Element Analysis",0.00
48179,"Nikhil Ghosh","Finite Element Analysis",0.00
39445,"Aarav Gupta","Finite Element Analysis",0.00
38244,"Yash Thakur","Finite Element Analysis",0.00
